date,month,city,available bikes,season,weather condition,temperature (degree C),trips per bike,total bike trips,number of users,registered users (%),occasional_users (%),tot bike trip duration (min),day income (euros),customer satisfaction,new day subscriptions
2020-02-17,2,London,196,winter,light rain,10.0,41,2828,2296,49.0,51.0,56846.6,22851.3,6.83,5
2020-02-18,2,Paris,191,winter,clear,8.67,35,6407,5324,54.7,45.3,128482.3,50197.4,6.24,2
2020-02-18,2,Milan,184,winter,heavy rain,4.09,7,207,175,48.3,51.7,5096.3,2056.0,5.58,-6
2020-02-18,2,Madrid,183,winter,clear,10.3,37,6475,4825,54.0,46.0,8218.9,3221.8,6.38,11
2020-02-18,2,Berlin,190,winter,cloudy,1.29,4,709,534,51.5,48.5,25827.4,10253.2,4.58,6
2020-02-18,2,London,191,winter,light rain,-0.95,0,24,19,50.3,49.7,104.7,41.8,7.48,-3
2020-02-19,2,Paris,188,winter,clear,10.92,29,5265,4273,53.7,46.3,38660.3,15181.3,5.5,4
2020-02-19,2,Milan,193,winter,cloudy,8.27,20,3045,2652,52.3,47.7,49365.3,19515.8,6.29,5
2020-02-19,2,Madrid,189,winter,clear,9.88,26,4765,3761,48.4,51.6,40183.7,16199.4,5.77,4
2020-02-19,2,Berlin,182,winter,clear,5.76,17,3081,2250,53.0,47.0,87672.1,34540.0,6.31,-5
2020-02-19,2,London,186,winter,cloudy,-5.93,1,139,109,51.8,48.2,1832.0,726.3,7.1,-3
2020-02-20,2,Paris,189,winter,cloudy,-0.53,11,1585,1082,52.9,47.1,9581.5,3777.5,5.96,-3
2020-02-20,2,Milan,193,winter,light rain,13.98,40,2744,2439,54.3,45.7,75814.2,29671.7,5.27,5
2020-02-20,2,Madrid,190,winter,heavy rain,10.84,33,961,787,49.3,50.7,8440.8,3388.9,6.75,5
2020-02-20,2,Berlin,194,winter,clear,2.56,30,5688,4418,49.5,50.5,72846.2,29209.5,6.13,8
2020-02-20,2,London,190,winter,heavy rain,3.54,20,578,471,48.7,51.3,16618.6,6691.8,5.57,5
2020-02-21,2,Paris,189,winter,clear,13.11,38,6829,5857,52.1,47.9,31862.9,12611.9,5.74,4
2020-02-21,2,Milan,197,winter,light rain,6.13,21,1471,1215,53.6,46.4,13142.1,5161.6,5.91,6
2020-02-21,2,Madrid,184,winter,cloudy,20.44,46,6477,5070,48.5,51.5,274369.1,110577.3,5.56,-7
2020-02-21,2,Berlin,198,winter,light rain,8.39,24,1711,1337,53.1,46.9,3070.0,1208.9,6.21,-2
2020-02-21,2,London,194,winter,heavy rain,-7.06,1,29,23,51.8,48.2,418.3,165.9,5.79,-4
2020-02-22,2,Paris,196,winter,cloudy,3.93,1,147,119,56.2,43.8,2077.6,805.4,6.55,1
2020-02-22,2,Milan,189,winter,heavy rain,8.12,34,972,783,50.3,49.7,18224.7,7278.3,5.95,-2
2020-02-22,2,Madrid,189,winter,clear,11.65,31,5672,4322,53.6,46.4,122101.0,47951.7,5.47,0
2020-02-22,2,Berlin,188,winter,light rain,-2.32,1,65,48,55.2,44.8,1643.6,640.5,6.89,10
2020-02-22,2,London,184,winter,cloudy,3.35,18,2569,2001,54.2,45.8,9890.6,3873.1,6.37,3
2020-02-23,2,Paris,190,winter,clear,12.85,47,8662,6916,56.3,43.7,13482.9,5223.5,6.39,1
2020-02-23,2,Milan,191,winter,clear,-5.05,1,182,144,53.5,46.5,2971.4,1168.0,5.31,6
2020-02-23,2,Madrid,192,winter,heavy rain,9.28,22,653,501,47.2,52.8,12041.8,4883.7,6.9,4
2020-02-23,2,Berlin,191,winter,light rain,-1.76,1,66,47,52.3,47.7,1226.3,484.8,7.05,7
2020-02-23,2,London,194,winter,light rain,2.98,1,99,75,53.3,46.7,346.8,136.5,5.01,-4
2020-02-24,2,Paris,187,winter,cloudy,4.91,8,1197,945,49.2,50.8,14500.4,5822.6,6.12,-5
2020-02-24,2,Milan,187,winter,light rain,8.11,25,1668,1302,49.2,50.8,21336.0,8569.0,6.89,4
2020-02-24,2,Madrid,188,winter,clear,2.83,9,1710,1334,53.7,46.3,40147.9,15764.7,6.67,2
2020-02-24,2,Berlin,194,winter,cloudy,0.57,13,1977,1708,49.1,50.9,33312.5,13387.5,6.27,-2
2020-02-24,2,London,194,winter,light rain,1.63,17,1169,935,49.0,51.0,2427.6,975.7,7.49,-5
2020-02-25,2,Paris,189,winter,cloudy,8.22,39,5670,4472,50.7,49.3,47431.9,18909.4,7.32,3
2020-02-25,2,Milan,193,winter,clear,11.02,33,6186,5097,48.9,51.1,2177.4,875.9,6.93,5
2020-02-25,2,Madrid,191,winter,cloudy,16.11,47,6836,4955,49.5,50.5,212144.9,85063.9,5.47,-3
2020-02-25,2,Berlin,188,winter,cloudy,1.41,2,406,331,49.9,50.1,12559.4,5026.9,6.45,6
2020-02-25,2,London,185,winter,heavy rain,-2.23,1,27,23,57.9,42.1,901.7,346.4,6.19,-3
2020-02-26,2,Paris,193,winter,light rain,10.22,33,2282,1699,54.7,45.3,7120.7,2781.7,6.21,5
2020-02-26,2,Milan,184,winter,clear,15.19,40,7063,5056,47.6,52.4,196521.6,79557.7,5.44,-5
2020-02-26,2,Madrid,196,winter,clear,6.86,6,1294,1030,50.8,49.2,13780.1,5488.7,5.93,6
2020-02-26,2,Berlin,191,winter,clear,1.22,10,1945,1468,54.3,45.7,42436.4,16612.6,5.69,6
2020-02-26,2,London,187,winter,heavy rain,-1.17,24,677,588,50.0,50.0,8321.9,3328.8,5.88,3
2020-02-27,2,Paris,199,winter,cloudy,8.55,43,6492,5552,48.0,52.0,49895.0,20158.2,4.73,10
2020-02-27,2,Milan,189,winter,clear,2.93,14,2524,2093,50.8,49.2,6431.0,2561.6,6.43,7
2020-02-27,2,Madrid,192,winter,clear,9.22,36,6740,6064,49.9,50.1,291978.2,116860.1,6.41,4
2020-02-27,2,Berlin,185,winter,clear,-3.98,1,176,149,52.5,47.5,3285.4,1298.0,6.79,6
2020-02-27,2,London,189,winter,light rain,10.21,40,2716,1988,55.5,44.5,30411.3,11827.7,6.83,1
2020-02-28,2,Paris,196,winter,clear,4.64,36,6867,5062,54.7,45.3,1863.9,728.2,5.79,-5
2020-02-28,2,Milan,187,winter,light rain,5.93,28,1867,1530,52.7,47.3,15624.9,6166.6,5.2,4
2020-02-28,2,Madrid,186,winter,heavy rain,10.68,17,485,432,54.2,45.8,3792.5,1485.2,6.28,5
2020-02-28,2,Berlin,191,winter,cloudy,0.99,12,1783,1393,57.3,42.7,21184.8,8165.1,6.48,7
2020-02-28,2,London,192,winter,light rain,-1.78,7,488,381,49.9,50.1,11211.6,4487.1,6.81,5
2020-02-29,2,Paris,193,winter,cloudy,17.45,59,8654,7507,44.5,55.5,265049.0,108919.3,6.77,5
2020-02-29,2,Milan,199,winter,light rain,5.23,2,206,156,56.3,43.7,1176.5,455.7,6.58,-7
2020-02-29,2,Madrid,192,winter,cloudy,1.9,0,90,65,53.9,46.1,1178.1,462.2,6.13,2
2020-02-29,2,Berlin,196,winter,light rain,8.95,15,1050,890,53.1,46.9,1136.5,447.6,5.89,6
2020-02-29,2,London,190,winter,light rain,2.92,7,519,425,49.5,50.5,2118.6,849.4,7.37,-4
2020-03-01,3,Paris,187,winter,clear,2.62,6,1092,855,51.2,48.8,13338.4,5303.3,7.61,5
2020-03-01,3,Milan,195,winter,light rain,15.96,57,3903,2801,51.8,48.2,125888.8,49902.7,5.86,-7
2020-03-01,3,Madrid,194,winter,cloudy,10.59,22,3274,2610,53.3,46.7,69685.7,27410.4,5.91,-4
2020-03-01,3,Berlin,195,winter,cloudy,7.01,21,3197,2428,51.6,48.4,76330.1,30294.1,6.41,-8
2020-03-01,3,London,190,winter,light rain,-1.88,15,1005,840,51.8,48.2,32844.1,13017.1,7.11,6
2020-03-02,3,Paris,192,winter,heavy rain,-1.37,11,344,286,55.9,44.1,6874.5,2669.3,6.68,6
2020-03-02,3,Milan,190,winter,cloudy,3.03,15,2278,1838,53.9,46.1,53260.0,20893.1,5.3,-6
2020-03-02,3,Madrid,187,winter,clear,7.48,35,6387,5491,53.0,47.0,156980.7,61834.8,6.5,3
2020-03-02,3,Berlin,194,winter,clear,-1.89,1,329,280,53.0,47.0,3537.9,1394.1,5.8,4
2020-03-02,3,London,187,winter,clear,0.23,7,1393,1043,51.7,48.3,2155.8,855.0,6.9,-5
2020-03-03,3,Paris,190,winter,light rain,2.73,13,873,699,50.3,49.7,18415.1,7353.7,7.01,3
2020-03-03,3,Milan,193,winter,light rain,6.01,24,1689,1382,56.0,44.0,19810.2,7684.7,5.74,2
2020-03-03,3,Madrid,191,winter,light rain,14.81,45,3086,2448,53.6,46.4,63191.0,24817.2,6.27,5
2020-03-03,3,Berlin,187,winter,clear,-1.62,1,177,138,56.4,43.6,5514.9,2135.4,5.83,7
2020-03-03,3,London,186,winter,clear,2.03,33,5858,4614,55.5,44.5,36906.7,14356.3,7.2,-3
2020-03-04,3,Paris,178,winter,cloudy,-2.98,1,133,108,53.7,46.3,1299.6,510.2,6.32,7
2020-03-04,3,Milan,185,winter,light rain,6.41,12,781,615,53.8,46.2,10643.4,4175.8,6.63,7
2020-03-04,3,Madrid,186,winter,cloudy,9.89,28,4009,2953,53.6,46.4,15903.0,6245.6,6.02,9
2020-03-04,3,Berlin,191,winter,heavy rain,2.87,20,583,458,52.4,47.6,12276.0,4851.6,7.35,5
2020-03-04,3,London,186,winter,light rain,8.32,21,1417,1122,51.4,48.6,21294.0,8456.5,7.44,-5
2020-03-05,3,Paris,184,winter,clear,6.22,22,4035,3191,60.7,39.3,125435.6,47501.4,6.19,4
2020-03-05,3,Milan,189,winter,clear,6.86,26,4842,3940,57.0,43.0,112515.5,43425.1,7.41,3
2020-03-05,3,Madrid,180,winter,light rain,7.42,30,1913,1601,57.1,42.9,5529.2,2132.7,7.03,-6
2020-03-05,3,Berlin,185,winter,heavy rain,-0.64,1,27,21,55.3,44.7,207.9,81.0,5.67,3
2020-03-05,3,London,198,winter,light rain,-2.0,1,69,51,50.8,49.2,872.4,347.5,6.11,4
2020-03-06,3,Paris,186,winter,cloudy,6.26,25,3562,3173,52.1,47.9,47597.5,18843.1,6.75,4
2020-03-06,3,Milan,182,winter,clear,6.19,15,2613,2189,49.2,50.8,74310.7,29843.3,5.95,5
2020-03-06,3,Madrid,196,winter,light rain,6.09,34,2395,1674,55.0,45.0,17709.4,6905.1,6.03,-2
2020-03-06,3,Berlin,196,winter,cloudy,-4.08,1,147,119,55.2,44.8,3260.9,1270.3,6.18,-4
2020-03-06,3,London,179,winter,clear,0.15,9,1613,1241,53.8,46.2,46457.1,18230.0,6.55,-9
2020-03-07,3,Paris,190,winter,light rain,3.24,2,172,153,52.3,47.7,106.5,42.1,6.63,3
2020-03-07,3,Milan,190,winter,cloudy,3.67,26,3768,3205,56.5,43.5,38795.0,15012.2,5.61,4
2020-03-07,3,Madrid,196,winter,light rain,15.87,39,2726,2167,55.4,44.6,92003.8,35803.5,6.72,5
2020-03-07,3,Berlin,186,winter,cloudy,-5.59,1,139,107,53.9,46.1,1879.2,737.1,6.85,-5
2020-03-07,3,London,197,winter,light rain,1.24,1,117,95,55.4,44.6,2055.9,800.3,5.32,-3
2020-03-08,3,Paris,190,winter,light rain,4.68,16,1074,851,54.1,45.9,28766.8,11272.2,5.87,4
2020-03-08,3,Milan,192,winter,cloudy,6.01,28,4051,3346,58.5,41.5,54895.2,21022.3,4.98,2
2020-03-08,3,Madrid,188,winter,heavy rain,10.43,15,431,326,53.4,46.6,5769.2,2268.8,5.74,-3
2020-03-08,3,Berlin,185,winter,cloudy,2.71,28,3942,3026,52.0,48.0,69224.8,27413.3,6.68,1
2020-03-08,3,London,187,winter,light rain,1.3,19,1295,961,56.0,44.0,32577.0,12636.9,5.14,-4
2020-03-09,3,Paris,185,winter,cloudy,4.32,16,2235,1865,52.8,47.2,25664.9,10123.1,6.28,6
2020-03-09,3,Milan,192,winter,clear,13.41,43,7921,5833,56.7,43.3,165003.7,63794.7,5.1,3
2020-03-09,3,Madrid,188,winter,light rain,10.69,27,1825,1370,56.8,43.2,21638.0,8362.0,5.84,7
2020-03-09,3,Berlin,186,winter,light rain,0.3,2,163,136,55.2,44.8,1385.2,539.7,6.55,2
2020-03-09,3,London,190,winter,light rain,5.38,10,723,621,53.6,46.4,21296.1,8363.9,6.58,6
2020-03-10,3,Paris,196,winter,light rain,2.33,5,382,337,57.0,43.0,744.8,287.5,7.08,5
2020-03-10,3,Milan,193,winter,cloudy,10.15,41,5975,4785,54.4,45.6,101205.4,39583.3,5.57,8
2020-03-10,3,Madrid,193,winter,light rain,13.61,42,2866,2292,53.4,46.6,37083.5,14579.5,5.62,5
2020-03-10,3,Berlin,193,winter,cloudy,6.1,22,3305,2566,53.4,46.6,9718.5,3820.8,6.24,9
2020-03-10,3,London,178,winter,light rain,1.82,1,62,53,49.9,50.1,1447.4,579.1,4.8,-2
2020-03-11,3,Paris,185,winter,heavy rain,8.52,18,521,419,53.4,46.6,6745.0,2652.6,6.05,-6
2020-03-11,3,Milan,192,winter,cloudy,5.71,27,3907,2673,55.9,44.1,40634.1,15773.8,5.82,-2
2020-03-11,3,Madrid,192,winter,clear,15.63,36,6605,5474,53.4,46.6,66159.0,26012.4,6.2,-9
2020-03-11,3,Berlin,198,winter,light rain,2.61,14,1024,767,52.8,47.2,7449.6,2937.8,6.02,-3
2020-03-11,3,London,192,winter,heavy rain,4.89,27,805,669,54.2,45.8,22289.9,8729.1,5.92,-2
2020-03-12,3,Paris,188,winter,light rain,4.25,19,1261,944,46.4,53.6,18296.0,7451.5,6.28,-7
2020-03-12,3,Milan,191,winter,clear,-2.76,1,181,134,51.4,48.6,2737.2,1087.3,5.71,4
2020-03-12,3,Madrid,189,winter,light rain,8.87,26,1784,1256,57.0,43.0,26146.4,10091.9,7.0,-3
2020-03-12,3,Berlin,183,winter,clear,1.7,1,174,135,54.6,45.4,5117.2,1999.6,5.82,-3
2020-03-12,3,London,196,winter,cloudy,0.21,1,147,120,51.0,49.0,3434.3,1366.7,5.55,3
2020-03-13,3,Paris,196,winter,cloudy,2.62,1,147,112,53.3,46.7,190.5,75.0,5.6,3
2020-03-13,3,Milan,197,winter,clear,7.5,37,7055,6005,50.4,49.6,80035.6,31950.1,6.39,-7
2020-03-13,3,Madrid,187,winter,light rain,4.51,19,1267,1067,51.9,48.1,26372.7,10446.5,6.59,2
2020-03-13,3,Berlin,189,winter,clear,-0.46,1,179,139,54.1,45.9,5186.9,2032.0,5.76,4
2020-03-13,3,London,193,winter,cloudy,11.67,30,4356,3492,52.1,47.9,85838.7,33974.4,6.06,6
2020-03-14,3,Paris,193,winter,light rain,6.47,14,1005,804,57.5,42.5,31211.5,12015.1,8.26,3
2020-03-14,3,Milan,192,winter,heavy rain,-0.35,1,28,22,49.4,50.6,327.5,131.4,6.79,5
2020-03-14,3,Madrid,191,winter,light rain,9.66,12,844,618,50.4,49.6,244.0,97.4,6.7,4
2020-03-14,3,Berlin,192,winter,light rain,0.3,8,586,401,54.0,46.0,2379.7,932.7,6.01,6
2020-03-14,3,London,195,winter,cloudy,11.02,36,5282,4614,54.6,45.4,70408.3,27508.6,5.82,0
2020-03-15,3,Paris,186,winter,heavy rain,-6.93,1,27,22,49.9,50.1,396.9,158.8,6.2,3
2020-03-15,3,Milan,192,winter,heavy rain,12.48,45,1297,1127,53.1,46.9,9746.9,3837.8,7.15,2
2020-03-15,3,Madrid,189,winter,clear,9.22,18,3250,2573,58.5,41.5,34750.2,13311.5,7.71,6
2020-03-15,3,Berlin,193,winter,cloudy,4.06,22,3338,3159,53.6,46.4,38119.1,14975.5,5.9,4
2020-03-15,3,London,191,winter,clear,0.86,1,181,145,47.5,52.5,6571.2,2660.9,6.52,-5
2020-03-16,3,Paris,199,winter,clear,9.05,31,5951,4754,54.6,45.4,158907.6,62100.6,6.84,3
2020-03-16,3,Milan,188,winter,heavy rain,6.11,30,876,754,51.1,48.9,6204.0,2468.3,5.72,1
2020-03-16,3,Madrid,184,winter,light rain,7.27,19,1249,982,55.0,45.0,47747.5,18622.5,5.96,6
2020-03-16,3,Berlin,189,winter,clear,7.77,28,5165,4676,52.2,47.8,66489.6,26298.6,5.3,7
2020-03-16,3,London,189,winter,light rain,3.42,23,1582,1221,57.6,42.4,1049.6,403.9,6.5,7
2020-03-17,3,Paris,198,winter,light rain,-3.08,1,69,60,49.4,50.6,473.7,190.1,5.09,-3
2020-03-17,3,Milan,192,winter,clear,3.22,23,4307,3499,52.0,48.0,71341.8,28254.5,6.08,-2
2020-03-17,3,Madrid,187,winter,cloudy,10.03,40,5674,4506,53.4,46.6,66258.4,26058.6,6.86,3
2020-03-17,3,Berlin,193,winter,clear,7.16,10,1946,1649,52.7,47.3,25648.9,10119.5,5.82,6
2020-03-17,3,London,194,winter,light rain,-1.81,11,773,657,55.6,44.4,9000.7,3499.5,6.59,-5
2020-03-18,3,Paris,188,winter,heavy rain,12.57,41,1167,957,55.0,45.0,24619.0,9601.8,5.31,7
2020-03-18,3,Milan,188,winter,heavy rain,10.23,36,1034,828,57.3,42.7,6957.0,2680.7,6.91,11
2020-03-18,3,Madrid,198,winter,clear,9.56,32,6094,4995,50.9,49.1,73611.0,29305.9,7.25,6
2020-03-18,3,Berlin,190,winter,light rain,-0.15,4,311,236,54.5,45.5,8590.1,3359.5,6.4,7
2020-03-18,3,London,179,winter,heavy rain,-5.61,1,26,19,52.7,47.3,342.9,135.3,6.01,3
2020-03-19,3,Paris,189,winter,clear,3.41,17,3128,2651,58.4,41.6,41866.9,16042.2,6.84,-6
2020-03-19,3,Milan,190,winter,light rain,1.57,9,629,487,54.8,45.2,1129.5,441.1,5.67,3
2020-03-19,3,Madrid,180,winter,cloudy,1.59,20,2747,2388,52.0,48.0,28982.6,11475.1,6.42,6
2020-03-19,3,Berlin,192,winter,clear,0.2,13,2516,1903,52.5,47.5,5461.5,2157.8,7.4,6
2020-03-19,3,London,188,winter,cloudy,0.81,8,1169,898,55.1,44.9,3686.1,1436.8,6.02,3
2020-03-20,3,Paris,183,spring,cloudy,20.48,57,7930,6369,52.6,47.4,86148.9,34009.6,5.57,5
2020-03-20,3,Milan,195,spring,cloudy,12.68,39,5724,4846,51.2,48.8,74357.4,29558.5,7.77,-3
2020-03-20,3,Madrid,188,spring,light rain,15.95,58,3842,2713,51.4,48.6,78177.6,31059.1,6.25,4
2020-03-20,3,Berlin,187,spring,heavy rain,6.77,7,202,166,48.2,51.8,2680.9,1081.9,6.67,5
2020-03-20,3,London,192,spring,light rain,16.32,23,1577,1196,52.0,48.0,12691.0,5024.9,6.57,-8
2020-03-21,3,Paris,192,spring,cloudy,5.77,25,3621,2660,55.5,44.5,46653.9,18151.7,6.94,4
2020-03-21,3,Milan,187,spring,clear,21.86,64,11496,8905,57.5,42.5,371362.8,142985.0,6.13,6
2020-03-21,3,Madrid,191,spring,light rain,18.31,58,3912,3155,59.8,40.2,46119.8,17543.1,7.39,-4
2020-03-21,3,Berlin,179,spring,heavy rain,15.14,50,1372,1084,51.1,48.9,12345.0,4911.5,6.44,5
2020-03-21,3,London,191,spring,light rain,7.62,23,1591,1231,48.2,51.8,45702.3,18441.1,6.35,6
2020-03-22,3,Paris,192,spring,cloudy,11.79,29,4315,3774,57.5,42.5,99345.0,38245.2,6.86,0
2020-03-22,3,Milan,193,spring,cloudy,24.21,74,10765,8760,53.9,46.1,260380.0,102107.8,6.42,-6
2020-03-22,3,Madrid,184,spring,light rain,13.62,30,1998,1494,53.1,46.9,24162.9,9513.0,7.02,5
2020-03-22,3,Berlin,191,spring,clear,9.24,29,5397,4634,52.0,48.0,108242.4,42859.8,6.52,5
2020-03-22,3,London,189,spring,light rain,6.35,27,1803,1367,50.0,50.0,52242.0,20894.4,6.16,5
2020-03-23,3,Paris,190,spring,light rain,21.92,75,5053,3846,56.6,43.4,13872.1,5366.1,6.66,4
2020-03-23,3,Milan,184,spring,clear,19.05,45,7978,6533,56.6,43.4,147983.2,57237.1,6.04,-4
2020-03-23,3,Madrid,190,spring,light rain,20.3,56,3794,3006,55.3,44.7,73684.5,28695.8,6.1,4
2020-03-23,3,Berlin,190,spring,cloudy,-2.44,10,1476,1113,52.4,47.6,19382.0,7658.7,7.37,5
2020-03-23,3,London,189,spring,clear,22.19,43,7888,6361,47.9,52.1,48361.2,19547.8,6.32,5
2020-03-24,3,Paris,196,spring,clear,14.94,25,4684,4036,53.7,46.3,89405.6,35100.1,6.23,3
2020-03-24,3,Milan,187,spring,heavy rain,25.32,72,2032,1721,57.0,43.0,7755.0,2992.7,6.32,4
2020-03-24,3,Madrid,190,spring,clear,23.6,58,10551,8703,51.2,48.8,102898.6,40904.4,6.75,-4
2020-03-24,3,Berlin,187,spring,clear,10.5,34,6070,4895,53.9,46.1,94711.6,37137.8,6.26,4
2020-03-24,3,London,191,spring,cloudy,8.52,19,2838,2390,54.0,46.0,37722.8,14784.6,5.47,8
2020-03-25,3,Paris,190,spring,light rain,14.18,40,2715,2248,55.0,45.0,15497.8,6045.2,6.06,-5
2020-03-25,3,Milan,181,spring,heavy rain,21.09,77,2099,1656,54.9,45.1,40279.9,15717.5,6.07,-6
2020-03-25,3,Madrid,195,spring,heavy rain,14.44,32,946,786,51.6,48.4,17803.4,7064.9,6.7,-3
2020-03-25,3,Berlin,184,spring,light rain,7.64,27,1783,1326,56.1,43.9,4317.6,1674.7,7.16,7
2020-03-25,3,London,194,spring,light rain,18.01,58,4009,2889,49.7,50.3,68753.0,27539.2,7.61,6
2020-03-26,3,Paris,190,spring,heavy rain,12.08,32,919,641,54.9,45.1,19425.5,7581.6,6.91,3
2020-03-26,3,Milan,199,spring,cloudy,11.91,38,5696,4503,58.8,41.2,137799.5,52680.8,6.49,-3
2020-03-26,3,Madrid,190,spring,clear,26.75,71,13005,10088,59.0,41.0,333895.4,127554.6,4.88,2
2020-03-26,3,Berlin,189,spring,cloudy,19.03,61,8713,7204,57.5,42.5,350473.5,134926.4,6.58,4
2020-03-26,3,London,184,spring,heavy rain,4.05,25,704,576,51.1,48.9,22982.1,9140.7,6.63,-3
2020-03-27,3,Paris,199,spring,clear,13.05,39,7455,5352,57.3,42.7,44017.3,16964.1,6.42,-3
2020-03-27,3,Milan,190,spring,cloudy,17.84,42,6130,5171,58.7,41.3,51029.3,19522.9,6.38,6
2020-03-27,3,Madrid,193,spring,cloudy,20.24,39,5701,4706,50.9,49.1,70996.1,28276.7,6.39,-5
2020-03-27,3,Berlin,192,spring,light rain,15.53,28,1942,1561,53.2,46.8,382.4,150.5,6.47,8
2020-03-27,3,London,190,spring,heavy rain,6.35,33,945,706,52.1,47.9,21621.5,8556.6,6.89,2
2020-03-28,3,Paris,190,spring,cloudy,4.99,16,2336,1930,55.8,44.2,33057.4,12841.5,4.19,5
2020-03-28,3,Milan,186,spring,light rain,17.34,47,3105,2265,54.7,45.3,56853.4,22203.5,5.43,7
2020-03-28,3,Madrid,182,spring,light rain,17.71,61,3940,3453,52.7,47.3,55287.7,21819.3,7.16,-5
2020-03-28,3,Berlin,182,spring,heavy rain,8.67,29,796,694,55.9,44.1,1155.9,448.6,6.49,4
2020-03-28,3,London,193,spring,light rain,16.65,60,4102,3652,49.0,51.0,12403.6,4985.4,6.32,-6
2020-03-29,3,Paris,191,spring,clear,9.79,13,2545,2009,51.9,48.1,23468.8,9298.5,6.1,-7
2020-03-29,3,Milan,190,spring,cloudy,18.56,70,10064,8432,53.9,46.1,139174.6,54584.8,6.85,5
2020-03-29,3,Madrid,186,spring,light rain,7.5,40,2668,1933,54.6,45.4,58344.8,22804.5,6.74,5
2020-03-29,3,Berlin,186,spring,clear,7.62,38,6870,5250,49.7,50.3,122514.1,49074.1,6.38,4
2020-03-29,3,London,187,spring,cloudy,20.04,48,6855,5957,49.3,50.7,35658.8,14312.3,6.67,3
2020-03-30,3,Paris,184,spring,clear,15.2,41,7240,5436,51.3,48.7,102082.2,40576.2,7.27,6
2020-03-30,3,Milan,181,spring,clear,21.43,75,13069,10280,54.5,45.5,165937.0,64894.6,6.21,2
2020-03-30,3,Madrid,190,spring,light rain,18.89,61,4093,3380,48.9,51.1,89548.1,36011.6,6.17,-5
2020-03-30,3,Berlin,193,spring,cloudy,3.79,1,145,120,54.4,45.6,1110.2,434.4,6.62,5
2020-03-30,3,London,194,spring,heavy rain,15.89,33,992,737,48.8,51.2,7587.9,3053.3,6.04,6
2020-03-31,3,Paris,192,spring,cloudy,10.72,29,4304,3702,52.2,47.8,71862.5,28430.2,5.71,-3
2020-03-31,3,Milan,184,spring,clear,14.91,46,8173,6762,52.8,47.2,102686.7,40506.9,7.77,8
2020-03-31,3,Madrid,190,spring,clear,18.05,59,10837,8358,52.2,47.8,201124.6,79580.3,7.22,-5
2020-03-31,3,Berlin,190,spring,light rain,6.44,10,712,599,55.3,44.7,10558.8,4112.1,5.7,7
2020-03-31,3,London,192,spring,cloudy,18.04,56,8134,5871,51.1,48.9,124153.2,49389.3,6.41,-1
2020-04-01,4,Paris,189,spring,cloudy,8.85,22,3134,2620,52.7,47.3,46108.8,18194.3,6.47,4
2020-04-01,4,Milan,192,spring,clear,17.56,53,9706,8168,52.5,47.5,173518.5,68542.0,5.61,4
2020-04-01,4,Madrid,192,spring,clear,16.77,40,7408,5742,52.6,47.4,42292.4,16694.7,5.38,3
2020-04-01,4,Berlin,182,spring,light rain,6.96,31,2007,1525,59.5,40.5,34303.5,13068.8,7.33,7
2020-04-01,4,London,189,spring,cloudy,8.88,26,3807,3047,54.9,45.1,55621.6,21703.0,5.97,8
2020-04-02,4,Paris,190,spring,clear,18.15,57,10482,7851,53.5,46.5,80283.4,31546.2,6.31,5
2020-04-02,4,Milan,185,spring,heavy rain,15.42,42,1182,1085,54.7,45.3,13553.8,5292.9,7.03,-7
2020-04-02,4,Madrid,188,spring,cloudy,22.13,73,10428,8471,52.7,47.3,17632.6,6957.7,6.8,5
2020-04-02,4,Berlin,192,spring,clear,10.89,50,9216,7865,57.2,42.8,63562.2,24504.7,6.55,5
2020-04-02,4,London,177,spring,cloudy,13.18,42,5732,4724,53.0,47.0,35076.7,13818.0,5.56,5
2020-04-03,4,Paris,191,spring,light rain,13.79,54,3612,2921,53.5,46.5,80234.5,31536.5,5.28,3
2020-04-03,4,Milan,190,spring,clear,17.59,36,6548,5055,55.6,44.4,273096.5,106169.4,8.0,7
2020-04-03,4,Madrid,183,spring,cloudy,17.1,46,6396,5158,58.6,41.4,141442.5,54136.6,6.05,5
2020-04-03,4,Berlin,188,spring,clear,17.55,48,8702,6479,54.7,45.3,92550.3,36145.7,6.64,7
2020-04-03,4,London,194,spring,light rain,12.58,41,2799,1950,50.2,49.8,93458.1,37346.7,6.64,-4
2020-04-04,4,Paris,194,spring,heavy rain,4.93,13,380,334,52.0,48.0,7761.9,3073.2,6.93,4
2020-04-04,4,Milan,188,spring,cloudy,14.21,45,6468,5356,51.8,48.2,82515.6,32708.6,6.34,7
2020-04-04,4,Madrid,185,spring,cloudy,15.58,49,6858,5278,54.7,45.3,113357.8,44270.5,5.7,7
2020-04-04,4,Berlin,192,spring,cloudy,7.42,48,7069,5790,58.1,41.9,37939.0,14562.6,6.71,-5
2020-04-04,4,London,197,spring,cloudy,11.93,34,5124,3765,54.2,45.8,87734.6,34350.1,7.36,8
2020-04-05,4,Paris,188,spring,clear,17.16,50,9141,7166,56.9,43.1,218168.1,84269.3,5.94,4
2020-04-05,4,Milan,192,spring,clear,10.15,8,1637,1329,56.8,43.2,46016.8,17785.4,6.25,-3
2020-04-05,4,Madrid,184,spring,clear,14.78,27,4875,3792,53.5,46.5,60156.9,23643.6,6.13,5
2020-04-05,4,Berlin,197,spring,light rain,9.82,43,3004,2454,51.4,48.6,36633.8,14549.8,6.51,2
